"","SEQN","INDFMMPI","INDFMMPC","INQ300","IND310"
"9370",139747,3.26,3,2,1
"9371",139748,0.46,1,2,1
"9372",139749,NA,NA,NA,NA
"9373",139750,NA,9,1,NA
"9374",139751,0.61,1,2,2
"9375",139752,5,3,1,NA
"9376",139753,1.77,2,1,NA
"9377",139754,2.75,3,2,1
"9378",139755,0.97,1,2,99
"9379",139756,NA,NA,NA,NA
"9380",139757,NA,NA,NA,NA
"9381",139758,0.75,1,2,1
"9382",139759,NA,2,2,1
"9383",139760,1.73,2,2,1
"9384",139761,2.22,3,1,NA
"9385",139762,NA,NA,NA,NA
"9386",139763,1.6,2,2,1
"9387",139764,4.09,3,2,1
"9388",139765,2.09,3,1,NA
"9389",139766,2.76,3,2,1
"9390",139767,0.48,1,2,1
"9391",139768,5,3,1,NA
"9392",139769,1.85,2,2,4
"9393",139770,1.03,1,2,1
"9394",139771,NA,1,2,99
"9395",139772,NA,NA,NA,NA
"9396",139773,3.03,3,2,1
"9397",139774,5,3,1,NA
"9398",139775,4.19,3,2,4
"9399",139776,5,3,1,NA
"9400",139777,5,3,1,NA
"9401",139778,1.48,2,2,1
"9402",139779,3.27,3,2,1
"9403",139780,3.65,3,1,NA
"9404",139781,3.65,3,1,NA
"9405",139782,5,3,1,NA
"9406",139783,2.47,3,2,2
"9407",139784,1.66,2,2,2
"9408",139785,NA,NA,NA,NA
"9409",139786,1.77,2,2,2
"9410",139787,2.21,3,1,NA
"9411",139788,2.14,3,2,1
"9412",139789,1.67,2,2,1
"9413",139790,NA,3,1,NA
"9414",139791,0.91,1,2,1
"9415",139792,2.65,3,2,3
"9416",139793,2.56,3,1,NA
"9417",139794,1.38,2,2,1
"9418",139795,1.03,1,1,NA
"9419",139796,5,3,1,NA
"9420",139797,5,3,1,NA
"9421",139798,2.07,3,2,4
"9422",139799,1.28,1,2,1
"9423",139800,NA,NA,NA,NA
"9424",139801,NA,3,2,1
"9425",139802,NA,NA,NA,NA
"9426",139803,4,3,1,NA
"9427",139804,3.39,3,2,1
"9428",139805,1.49,2,2,1
"9429",139806,5,3,1,NA
"9430",139807,NA,NA,NA,NA
"9431",139808,1.24,1,2,1
"9432",139809,0.87,1,2,1
"9433",139810,0.72,1,2,1
"9434",139811,2.96,3,2,4
"9435",139812,1.04,1,2,1
"9436",139813,1.3,1,2,1
"9437",139814,2.88,3,2,99
"9438",139815,0.92,1,2,1
"9439",139816,NA,3,1,NA
"9440",139817,NA,NA,NA,NA
"9441",139818,5,3,1,NA
"9442",139819,NA,3,1,NA
"9443",139820,5,3,7,NA
"9444",139821,5,3,1,NA
"9445",139822,2.16,3,2,1
"9446",139823,0.88,1,2,1
"9447",139824,0.67,1,2,1
"9448",139825,NA,NA,NA,NA
"9449",139826,NA,NA,NA,NA
"9450",139827,3.28,3,1,NA
"9451",139828,NA,NA,NA,NA
"9452",139829,1.24,1,1,NA
"9453",139830,3.09,3,1,NA
"9454",139831,4.72,3,1,NA
"9455",139832,1.97,3,2,1
"9456",139833,4.42,3,2,2
"9457",139834,5,3,1,NA
"9458",139835,NA,NA,NA,NA
"9459",139836,5,3,1,NA
"9460",139837,NA,NA,NA,NA
"9461",139838,NA,NA,NA,NA
"9462",139839,NA,NA,NA,NA
"9463",139840,5,3,1,NA
"9464",139841,NA,1,2,1
"9465",139842,0.68,1,2,1
"9466",139843,NA,NA,NA,NA
"9467",139844,2.9,3,1,NA
"9468",139845,NA,2,9,NA
"9469",139846,NA,2,2,1
"9470",139847,3.89,3,1,NA
"9471",139848,NA,3,1,NA
"9472",139849,2,3,1,NA
"9473",139850,5,3,1,NA
"9474",139851,NA,3,1,NA
"9475",139852,NA,NA,NA,NA
"9476",139853,2.96,3,1,NA
"9477",139854,1.03,1,2,1
"9478",139855,0.67,1,2,1
"9479",139856,NA,1,2,1
"9480",139857,3.46,3,2,2
"9481",139858,3.62,3,2,4
"9482",139859,NA,2,1,NA
"9483",139860,2.09,3,1,NA
"9484",139861,NA,NA,NA,NA
"9485",139862,NA,NA,NA,NA
"9486",139863,1.52,2,2,1
"9487",139864,2.34,3,2,3
"9488",139865,1.97,3,9,NA
"9489",139866,NA,NA,NA,NA
"9490",139867,1.12,1,1,NA
"9491",139868,NA,2,2,1
"9492",139869,0.84,1,2,1
"9493",139870,NA,3,1,NA
"9494",139871,0.3,1,2,1
"9495",139872,NA,NA,NA,NA
"9496",139873,NA,NA,NA,NA
"9497",139874,2.81,3,2,1
"9498",139875,NA,NA,NA,NA
"9499",139876,5,3,1,NA
"9500",139877,NA,NA,NA,NA
"9501",139878,3.97,3,2,4
"9502",139879,NA,NA,NA,NA
"9503",139880,3.03,3,2,2
"9504",139881,NA,NA,NA,NA
"9505",139882,NA,NA,NA,NA
"9506",139883,4.38,3,1,NA
"9507",139884,1.76,2,2,4
"9508",139885,0.93,1,2,1
"9509",139886,5,3,1,NA
"9510",139887,NA,1,2,1
"9511",139888,5,3,1,NA
"9512",139889,5,3,1,NA
"9513",139890,0.66,1,2,1
"9514",139891,NA,9,2,1
"9515",139892,0.55,1,2,1
"9516",139893,0.87,1,2,1
"9517",139894,2.81,3,2,5
"9518",139895,1.73,2,2,4
"9519",139896,NA,NA,NA,NA
"9520",139897,4.42,3,2,4
"9521",139898,NA,NA,NA,NA
"9522",139899,1.13,1,2,1
"9523",139900,NA,3,2,4
"9524",139901,0.43,1,2,1
"9525",139902,2.41,3,2,2
"9526",139903,4.17,3,7,NA
"9527",139904,3.65,3,1,NA
"9528",139905,1.64,2,2,1
"9529",139906,2.59,3,1,NA
"9530",139907,2.83,3,2,1
"9531",139908,1.12,1,2,1
"9532",139909,5,3,1,NA
"9533",139910,5,3,1,NA
"9534",139911,NA,NA,NA,NA
"9535",139912,5,3,1,NA
"9536",139913,1.16,1,1,NA
"9537",139914,1.51,2,2,1
"9538",139915,0.52,1,2,1
"9539",139916,1.58,2,2,1
"9540",139917,1.63,2,2,1
"9541",139918,5,3,1,NA
"9542",139919,5,3,1,NA
"9543",139920,5,3,1,NA
"9544",139921,3.7,3,1,NA
"9545",139922,NA,NA,NA,NA
"9546",139923,NA,3,1,NA
"9547",139924,NA,NA,NA,NA
"9548",139925,5,3,1,NA
"9549",139926,1.52,2,1,NA
"9550",139927,0,1,2,1
"9551",139928,2.16,3,2,1
"9552",139929,0.31,1,2,1
"9553",139930,3.53,3,2,2
"9554",139931,0.82,1,2,1
"9555",139932,NA,3,2,2
"9556",139933,1.38,2,1,NA
"9557",139934,NA,NA,NA,NA
"9558",139935,3.28,3,1,NA
"9559",139936,5,3,1,NA
"9560",139937,3.86,3,2,5
"9561",139938,1.26,1,2,1
"9562",139939,4.59,3,2,2
"9563",139940,0.5,1,2,1
"9564",139941,3.14,3,2,3
"9565",139942,NA,1,9,NA
"9566",139943,NA,3,2,4
"9567",139944,3.73,3,2,2
"9568",139945,0.77,1,2,1
"9569",139946,1.84,2,2,1
"9570",139947,NA,NA,NA,NA
"9571",139948,0.44,1,1,NA
"9572",139949,NA,1,1,NA
"9573",139950,1.89,3,2,1
"9574",139951,3.28,3,1,NA
"9575",139952,NA,NA,NA,NA
"9576",139953,NA,NA,NA,NA
"9577",139954,4.39,3,1,NA
"9578",139955,0,1,2,1
"9579",139956,1.2,1,2,4
"9580",139957,0.59,1,2,1
"9581",139958,3.6,3,1,NA
"9582",139959,2.65,3,2,3
"9583",139960,0.86,1,2,5
"9584",139961,0.53,1,2,1
"9585",139962,1.6,2,1,NA
"9586",139963,1.73,2,2,1
"9587",139964,NA,1,2,1
"9588",139965,5,3,1,NA
"9589",139966,3.65,3,1,NA
"9590",139967,1.86,3,2,2
"9591",139968,0.55,1,2,1
"9592",139969,5,3,2,4
"9593",139970,NA,NA,NA,NA
"9594",139971,NA,NA,NA,NA
"9595",139972,5,3,1,NA
"9596",139973,0.89,1,2,1
"9597",139974,1.5,2,2,1
"9598",139975,0.1,1,2,1
"9599",139976,NA,NA,NA,NA
"9600",139977,2.69,3,2,1
"9601",139978,5,3,1,NA
"9602",139979,0.77,1,2,1
"9603",139980,0.46,1,2,1
"9604",139981,2.3,3,1,NA
"9605",139982,NA,3,1,NA
"9606",139983,4.66,3,1,NA
"9607",139984,1.71,2,1,NA
"9608",139985,1.86,3,2,2
"9609",139986,3.17,3,1,NA
"9610",139987,5,3,2,5
"9611",139988,NA,NA,NA,NA
"9612",139989,0.55,1,2,1
"9613",139990,1.61,2,2,2
"9614",139991,1.2,1,2,3
"9615",139992,0.92,1,2,1
"9616",139993,0.96,1,1,NA
"9617",139994,NA,3,1,NA
"9618",139995,0.94,1,1,NA
"9619",139996,2.64,3,1,NA
"9620",139997,3.93,3,2,3
"9621",139998,NA,3,2,1
"9622",139999,1.04,1,1,NA
"9623",140000,1.45,2,2,1
"9624",140001,4.32,3,1,NA
"9625",140002,5,3,1,NA
"9626",140003,NA,3,1,NA
"9627",140004,0.82,1,2,77
"9628",140005,NA,NA,NA,NA
"9629",140006,5,3,1,NA
"9630",140007,1.77,2,2,1
"9631",140008,1.58,2,2,1
"9632",140009,1.04,1,1,NA
"9633",140010,2.95,3,1,NA
"9634",140011,4.69,3,2,1
"9635",140012,2.43,3,1,NA
"9636",140013,1.98,3,2,2
"9637",140014,5,3,1,NA
"9638",140015,1.64,2,2,1
"9639",140016,5,3,1,NA
"9640",140017,5,3,1,NA
"9641",140018,1.57,2,2,1
"9642",140019,3.46,3,1,NA
"9643",140020,5,3,1,NA
"9644",140021,3.54,3,1,NA
"9645",140022,2.69,3,1,NA
"9646",140023,5,3,2,1
"9647",140024,5,3,2,1
"9648",140025,0,1,2,1
"9649",140026,2.49,3,2,1
"9650",140027,2.47,3,2,1
"9651",140028,2.7,3,1,NA
"9652",140029,1.11,1,2,1
"9653",140030,2,3,2,1
"9654",140031,0,1,2,1
"9655",140032,1.55,2,2,1
"9656",140033,3.7,3,1,NA
"9657",140034,5,3,1,NA
"9658",140035,2.28,3,2,1
"9659",140036,1.65,2,2,1
"9660",140037,3.46,3,1,NA
"9661",140038,1.73,2,2,1
"9662",140039,2.8,3,2,1
"9663",140040,5,3,1,NA
"9664",140041,NA,7,7,NA
"9665",140042,5,3,1,NA
"9666",140043,NA,1,2,1
"9667",140044,NA,NA,NA,NA
"9668",140045,4.42,3,2,1
"9669",140046,NA,NA,NA,NA
"9670",140047,NA,NA,NA,NA
"9671",140048,NA,NA,NA,NA
"9672",140049,2.01,3,1,NA
"9673",140050,2.19,3,1,NA
"9674",140051,1.71,2,1,NA
"9675",140052,0.48,1,2,1
"9676",140053,NA,NA,7,NA
"9677",140054,0.52,1,2,1
"9678",140055,NA,1,2,1
"9679",140056,1.51,2,1,NA
"9680",140057,1.23,1,2,3
"9681",140058,5,3,1,NA
"9682",140059,1.85,2,1,NA
"9683",140060,0.92,1,2,1
"9684",140061,2.73,3,2,1
"9685",140062,2.22,3,1,NA
"9686",140063,0.82,1,2,1
"9687",140064,NA,3,1,NA
"9688",140065,3.18,3,2,1
"9689",140066,NA,NA,NA,NA
"9690",140067,0.51,1,2,1
"9691",140068,5,3,1,NA
"9692",140069,NA,1,2,1
"9693",140070,4.17,3,1,NA
"9694",140071,2.22,3,2,1
"9695",140072,1.44,2,2,1
"9696",140073,0.72,1,2,1
"9697",140074,1.23,1,1,NA
"9698",140075,1.3,1,2,4
"9699",140076,4.17,3,1,NA
"9700",140077,0.21,1,7,NA
"9701",140078,5,3,1,NA
"9702",140079,NA,NA,NA,NA
"9703",140080,1.12,1,2,1
"9704",140081,5,3,1,NA
"9705",140082,3.86,3,2,2
"9706",140083,2.34,3,1,NA
"9707",140084,NA,NA,NA,NA
"9708",140085,2.65,3,1,NA
"9709",140086,0.91,1,2,1
"9710",140087,4.72,3,1,NA
"9711",140088,4.12,3,2,77
"9712",140089,1.6,2,2,1
"9713",140090,5,3,1,NA
"9714",140091,1.64,2,1,NA
"9715",140092,2.13,3,2,5
"9716",140093,4.32,3,1,NA
"9717",140094,5,3,1,NA
"9718",140095,0.74,1,2,1
"9719",140096,2.88,3,2,4
"9720",140097,4.32,3,1,NA
"9721",140098,3.14,3,2,5
"9722",140099,2.21,3,2,1
"9723",140100,NA,3,7,NA
"9724",140101,5,3,1,NA
"9725",140102,NA,2,2,3
"9726",140103,1.39,2,2,1
"9727",140104,3.01,3,2,4
"9728",140105,1.31,2,2,1
"9729",140106,0.86,1,2,1
"9730",140107,1.38,2,2,1
"9731",140108,0.57,1,1,NA
"9732",140109,3.04,3,2,3
"9733",140110,4.78,3,1,NA
"9734",140111,2.65,3,1,NA
"9735",140112,1.4,2,2,3
"9736",140113,NA,NA,NA,NA
"9737",140114,3.6,3,1,NA
"9738",140115,5,3,2,3
"9739",140116,1.94,3,1,NA
"9740",140117,1.91,3,2,4
"9741",140118,NA,3,1,NA
"9742",140119,2.59,3,1,NA
"9743",140120,0.57,1,2,1
"9744",140121,1.64,2,1,NA
"9745",140122,4.19,3,1,NA
"9746",140123,2.59,3,2,1
"9747",140124,NA,1,2,1
"9748",140125,0,1,2,1
"9749",140126,0.92,1,2,1
"9750",140127,NA,2,1,NA
"9751",140128,2.41,3,1,NA
"9752",140129,1.35,2,1,NA
"9753",140130,5,3,1,NA
"9754",140131,1.52,2,2,2
"9755",140132,1.04,1,2,1
"9756",140133,NA,NA,NA,NA
"9757",140134,3.36,3,1,NA
"9758",140135,3.29,3,1,NA
"9759",140136,NA,NA,NA,NA
"9760",140137,0,1,2,5
"9761",140138,1.55,2,2,5
"9762",140139,2.14,3,7,NA
"9763",140140,2.8,3,2,2
"9764",140141,NA,NA,NA,NA
"9765",140142,4.12,3,1,NA
"9766",140143,NA,7,7,NA
"9767",140144,5,3,2,1
"9768",140145,1.14,1,2,1
"9769",140146,0.83,1,2,1
"9770",140147,1.09,1,2,1
"9771",140148,5,3,1,NA
"9772",140149,5,3,2,1
"9773",140150,0.58,1,2,2
"9774",140151,5,3,1,NA
"9775",140152,NA,7,2,77
"9776",140153,5,3,1,NA
"9777",140154,NA,3,1,NA
"9778",140155,NA,NA,NA,NA
"9779",140156,1.64,2,2,2
"9780",140157,0.57,1,1,NA
"9781",140158,1.94,3,2,1
"9782",140159,2.13,3,7,NA
"9783",140160,4.83,3,1,NA
"9784",140161,2.85,3,2,1
"9785",140162,0.62,1,2,1
"9786",140163,5,3,1,NA
"9787",140164,1.18,1,2,1
"9788",140165,1.52,2,2,2
"9789",140166,NA,3,1,NA
"9790",140167,NA,NA,NA,NA
"9791",140168,4.8,3,1,NA
"9792",140169,NA,NA,NA,NA
"9793",140170,NA,NA,NA,NA
"9794",140171,1.59,2,2,1
"9795",140172,5,3,1,NA
"9796",140173,1.01,1,2,1
"9797",140174,0.83,1,2,1
"9798",140175,1.4,2,2,1
"9799",140176,NA,3,2,1
"9800",140177,0.55,1,2,1
"9801",140178,0.79,1,2,1
"9802",140179,1.46,2,1,NA
"9803",140180,0.68,1,2,1
"9804",140181,1.77,2,2,1
"9805",140182,5,3,1,NA
"9806",140183,1.95,3,1,NA
"9807",140184,5,3,1,NA
"9808",140185,NA,3,1,NA
"9809",140186,2.59,3,2,3
"9810",140187,5,3,1,NA
"9811",140188,3.04,3,2,2
"9812",140189,NA,1,1,NA
"9813",140190,0.97,1,1,NA
"9814",140191,NA,3,1,NA
"9815",140192,1.11,1,2,1
"9816",140193,2.9,3,1,NA
"9817",140194,2.29,3,1,NA
"9818",140195,NA,3,7,NA
"9819",140196,4.76,3,1,NA
"9820",140197,5,3,1,NA
"9821",140198,1.26,1,2,1
"9822",140199,5,3,1,NA
"9823",140200,1.24,1,2,1
"9824",140201,NA,9,7,NA
"9825",140202,5,3,1,NA
"9826",140203,0.74,1,2,1
"9827",140204,2.51,3,2,1
"9828",140205,NA,NA,NA,NA
"9829",140206,0.4,1,2,1
"9830",140207,5,3,1,NA
"9831",140208,0.61,1,2,1
"9832",140209,0.6,1,2,1
"9833",140210,NA,2,2,1
"9834",140211,1.31,2,2,3
"9835",140212,5,3,1,NA
"9836",140213,5,3,1,NA
"9837",140214,1.4,2,2,1
"9838",140215,1.28,1,1,NA
"9839",140216,NA,9,1,NA
"9840",140217,NA,NA,NA,NA
"9841",140218,1.3,1,2,1
"9842",140219,3.86,3,1,NA
"9843",140220,4.59,3,2,1
"9844",140221,5,3,1,NA
"9845",140222,1.99,3,2,2
"9846",140223,1.11,1,2,1
"9847",140224,2.29,3,1,NA
"9848",140225,0.77,1,2,1
"9849",140226,3.54,3,2,1
"9850",140227,0.18,1,2,1
"9851",140228,NA,3,1,NA
"9852",140229,NA,3,1,NA
"9853",140230,0.93,1,2,1
"9854",140231,NA,NA,NA,NA
"9855",140232,NA,3,2,99
"9856",140233,2.61,3,1,NA
"9857",140234,5,3,1,NA
"9858",140235,1.18,1,2,1
"9859",140236,NA,3,9,NA
"9860",140237,1.45,2,2,4
"9861",140238,1.58,2,2,1
"9862",140239,2.12,3,2,4
"9863",140240,0.82,1,2,1
"9864",140241,NA,NA,NA,NA
"9865",140242,NA,NA,NA,NA
"9866",140243,1.48,2,2,1
"9867",140244,NA,NA,NA,NA
"9868",140245,NA,3,1,NA
"9869",140246,5,3,1,NA
"9870",140247,NA,NA,NA,NA
"9871",140248,3.62,3,2,3
"9872",140249,2.56,3,1,NA
"9873",140250,2.65,3,2,3
"9874",140251,0.54,1,2,4
"9875",140252,2.9,3,1,NA
"9876",140253,NA,NA,NA,NA
"9877",140254,2.62,3,9,NA
"9878",140255,NA,NA,NA,NA
"9879",140256,5,3,1,NA
"9880",140257,0.94,1,2,1
"9881",140258,4.1,3,1,NA
"9882",140259,0.94,1,1,NA
"9883",140260,0.18,1,2,1
"9884",140261,0.48,1,2,1
"9885",140262,0.09,1,2,1
"9886",140263,1.36,2,2,1
"9887",140264,0.85,1,2,1
"9888",140265,5,3,1,NA
"9889",140266,NA,1,2,1
"9890",140267,1.28,1,1,NA
"9891",140268,1.93,3,2,1
"9892",140269,3.28,3,1,NA
"9893",140270,NA,NA,NA,NA
"9894",140271,3.28,3,1,NA
"9895",140272,0.92,1,2,1
"9896",140273,NA,1,2,1
"9897",140274,1.49,2,2,1
"9898",140275,3.58,3,2,3
"9899",140276,3.29,3,1,NA
"9900",140277,NA,NA,NA,NA
"9901",140278,1.3,1,2,1
"9902",140279,0.52,1,2,1
"9903",140280,1.01,1,2,1
"9904",140281,2.62,3,2,3
"9905",140282,NA,1,1,NA
"9906",140283,1.02,1,2,1
"9907",140284,1.3,1,2,3
"9908",140285,5,3,1,NA
"9909",140286,5,3,1,NA
"9910",140287,1.56,2,2,1
"9911",140288,1.81,2,2,3
"9912",140289,NA,3,1,NA
"9913",140290,NA,NA,NA,NA
"9914",140291,2,3,2,1
"9915",140292,3.46,3,2,1
"9916",140293,3.04,3,2,3
"9917",140294,2.62,3,1,NA
"9918",140295,1.33,2,2,1
"9919",140296,2.51,3,2,1
"9920",140297,0,1,2,1
"9921",140298,2.71,3,2,3
"9922",140299,4.21,3,2,4
"9923",140300,NA,3,2,1
"9924",140301,2.21,3,2,1
"9925",140302,1.2,1,2,1
"9926",140303,2.65,3,1,NA
"9927",140304,4.13,3,2,3
"9928",140305,5,3,1,NA
"9929",140306,1.93,3,2,2
"9930",140307,4.17,3,1,NA
"9931",140308,0.33,1,2,1
"9932",140309,0.41,1,2,1
"9933",140310,1.45,2,2,2
"9934",140311,1.77,2,2,1
"9935",140312,5,3,1,NA
"9936",140313,NA,NA,NA,NA
"9937",140314,3.93,3,1,NA
"9938",140315,5,3,1,NA
"9939",140316,2.81,3,1,NA
"9940",140317,NA,NA,NA,NA
"9941",140318,NA,NA,NA,NA
"9942",140319,NA,NA,NA,NA
"9943",140320,5,3,1,NA
"9944",140321,2.19,3,1,NA
"9945",140322,3.18,3,2,1
"9946",140323,1.82,2,2,1
"9947",140324,NA,NA,NA,NA
"9948",140325,1.77,2,1,NA
"9949",140326,NA,NA,NA,NA
"9950",140327,NA,7,1,NA
"9951",140328,3.41,3,2,1
"9952",140329,NA,2,2,99
"9953",140330,NA,3,1,NA
"9954",140331,1.2,1,2,1
"9955",140332,2.87,3,1,NA
"9956",140333,5,3,1,NA
"9957",140334,NA,NA,NA,NA
"9958",140335,5,3,1,NA
"9959",140336,5,3,1,NA
"9960",140337,1.56,2,2,1
"9961",140338,0.7,1,2,1
"9962",140339,2.76,3,1,NA
"9963",140340,5,3,1,NA
"9964",140341,NA,NA,NA,NA
"9965",140342,NA,NA,NA,NA
"9966",140343,3.93,3,2,5
"9967",140344,NA,NA,NA,NA
"9968",140345,0.54,1,2,1
"9969",140346,NA,1,2,77
"9970",140347,1.4,2,2,1
"9971",140348,5,3,1,NA
"9972",140349,NA,NA,NA,NA
"9973",140350,5,3,1,NA
"9974",140351,0.43,1,2,1
"9975",140352,4.44,3,1,NA
"9976",140353,1.52,2,1,NA
"9977",140354,2.23,3,1,NA
"9978",140355,4.59,3,1,NA
"9979",140356,NA,NA,NA,NA
"9980",140357,2.95,3,2,3
"9981",140358,NA,3,1,NA
"9982",140359,0,1,2,2
"9983",140360,1.03,1,2,1
"9984",140361,1.68,2,1,NA
"9985",140362,0.68,1,2,1
"9986",140363,1.85,2,2,4
"9987",140364,5,3,1,NA
"9988",140365,1.1,1,2,1
"9989",140366,0.23,1,2,1
"9990",140367,NA,NA,NA,NA
"9991",140368,4.03,3,1,NA
"9992",140369,3.93,3,1,NA
"9993",140370,0.86,1,2,1
"9994",140371,5,3,1,NA
"9995",140372,NA,NA,NA,NA
"9996",140373,1.43,2,2,3
"9997",140374,NA,NA,NA,NA
"9998",140375,5,3,1,NA
"9999",140376,1.11,1,2,1
"10000",140377,NA,NA,NA,NA
"10001",140378,4.76,3,1,NA
"10002",140379,0.89,1,2,1
"10003",140380,0.97,1,2,1
"10004",140381,1.76,2,2,1
"10005",140382,0.4,1,2,1
"10006",140383,5,3,1,NA
"10007",140384,2.52,3,2,1
"10008",140385,2.3,3,1,NA
"10009",140386,1.85,2,2,4
"10010",140387,3.38,3,1,NA
"10011",140388,2.2,3,2,1
"10012",140389,0.78,1,2,1
"10013",140390,5,3,1,NA
"10014",140391,NA,NA,NA,NA
"10015",140392,5,3,1,NA
"10016",140393,0.62,1,2,1
"10017",140394,NA,2,2,1
"10018",140395,NA,NA,NA,NA
"10019",140396,NA,NA,NA,NA
"10020",140397,NA,NA,NA,NA
"10021",140398,NA,NA,NA,NA
"10022",140399,3.28,3,1,NA
"10023",140400,0.95,1,2,1
"10024",140401,NA,3,1,NA
"10025",140402,NA,3,1,NA
"10026",140403,4.32,3,1,NA
"10027",140404,0.93,1,2,1
"10028",140405,NA,NA,NA,NA
"10029",140406,0.71,1,2,1
"10030",140407,4.34,3,2,4
"10031",140408,1.08,1,2,1
"10032",140409,5,3,1,NA
"10033",140410,2.23,3,1,NA
"10034",140411,5,3,1,NA
"10035",140412,4.87,3,1,NA
"10036",140413,1.02,1,2,1
"10037",140414,0.79,1,2,1
"10038",140415,5,3,1,NA
"10039",140416,NA,1,2,2
"10040",140417,5,3,1,NA
"10041",140418,NA,NA,NA,NA
"10042",140419,NA,NA,NA,NA
"10043",140420,1.64,2,7,NA
"10044",140421,NA,3,1,NA
"10045",140422,2.8,3,2,1
"10046",140423,2.21,3,2,1
"10047",140424,3.74,3,1,NA
"10048",140425,NA,NA,NA,NA
"10049",140426,0.35,1,2,1
"10050",140427,0.61,1,2,1
"10051",140428,5,3,1,NA
"10052",140429,5,3,1,NA
"10053",140430,4.42,3,1,NA
"10054",140431,2.81,3,2,3
"10055",140432,1.04,1,2,1
"10056",140433,1.07,1,1,NA
"10057",140434,1.49,2,2,2
"10058",140435,4.17,3,2,2
"10059",140436,1.94,3,2,2
"10060",140437,1.22,1,1,NA
"10061",140438,NA,1,7,NA
"10062",140439,NA,NA,NA,NA
"10063",140440,1.06,1,2,1
"10064",140441,2.53,3,2,2
"10065",140442,NA,NA,NA,NA
"10066",140443,1.19,1,2,1
"10067",140444,2.59,3,2,2
"10068",140445,3.13,3,2,1
"10069",140446,1.38,2,2,1
"10070",140447,1.83,2,2,1
"10071",140448,NA,3,2,77
"10072",140449,1.51,2,2,1
"10073",140450,NA,NA,NA,NA
"10074",140451,1.25,1,2,1
"10075",140452,4.84,3,2,1
"10076",140453,0.33,1,2,1
"10077",140454,2.81,3,1,NA
"10078",140455,0,1,2,1
"10079",140456,NA,NA,NA,NA
"10080",140457,1.71,2,2,1
"10081",140458,NA,1,2,1
"10082",140459,0.9,1,2,1
"10083",140460,NA,3,2,1
"10084",140461,2.42,3,2,1
"10085",140462,1.93,3,2,1
"10086",140463,1.45,2,2,1
"10087",140464,NA,NA,NA,NA
"10088",140465,0.77,1,2,1
"10089",140466,0.88,1,2,4
"10090",140467,3.05,3,1,NA
"10091",140468,2.9,3,1,NA
"10092",140469,1.69,2,1,NA
"10093",140470,2.2,3,2,1
"10094",140471,4,3,1,NA
"10095",140472,5,3,1,NA
"10096",140473,3.93,3,1,NA
"10097",140474,3.6,3,2,4
"10098",140475,2.76,3,1,NA
"10099",140476,NA,7,1,NA
"10100",140477,1.46,2,2,1
"10101",140478,1.04,1,2,1
"10102",140479,0.72,1,2,1
"10103",140480,5,3,2,3
"10104",140481,0.92,1,2,1
"10105",140482,5,3,1,NA
"10106",140483,3,3,2,3
"10107",140484,0.73,1,2,4
"10108",140485,3.18,3,1,NA
"10109",140486,5,3,1,NA
"10110",140487,NA,NA,NA,NA
"10111",140488,2.96,3,1,NA
"10112",140489,0.58,1,2,1
"10113",140490,2.95,3,1,NA
"10114",140491,NA,NA,NA,NA
"10115",140492,NA,2,1,NA
"10116",140493,3.65,3,2,5
"10117",140494,5,3,1,NA
"10118",140495,2,3,1,NA
"10119",140496,NA,NA,NA,NA
"10120",140497,1.15,1,2,2
"10121",140498,3.13,3,2,1
"10122",140499,NA,2,2,1
"10123",140500,2.05,3,1,NA
"10124",140501,0.52,1,2,1
"10125",140502,2.03,3,1,NA
"10126",140503,NA,1,2,3
"10127",140504,0.77,1,2,1
"10128",140505,5,3,1,NA
"10129",140506,NA,1,9,NA
"10130",140507,4.42,3,2,1
"10131",140508,NA,3,1,NA
"10132",140509,0.86,1,2,1
"10133",140510,2.62,3,2,1
"10134",140511,NA,NA,NA,NA
"10135",140512,1.94,3,1,NA
"10136",140513,1.04,1,2,1
"10137",140514,0.98,1,2,1
"10138",140515,1.08,1,2,1
"10139",140516,2.53,3,1,NA
"10140",140517,5,3,1,NA
"10141",140518,0.76,1,2,1
"10142",140519,NA,NA,NA,NA
"10143",140520,5,3,2,4
"10144",140521,2.56,3,2,1
"10145",140522,5,3,1,NA
"10146",140523,2.8,3,2,2
"10147",140524,5,3,1,NA
"10148",140525,2.88,3,1,NA
"10149",140526,1.97,3,1,NA
"10150",140527,NA,NA,NA,NA
"10151",140528,NA,NA,NA,NA
"10152",140529,3.24,3,1,NA
"10153",140530,NA,NA,NA,NA
"10154",140531,NA,3,1,NA
"10155",140532,NA,NA,NA,NA
"10156",140533,5,3,1,NA
"10157",140534,NA,NA,NA,NA
"10158",140535,2.24,3,2,1
"10159",140536,0,1,2,1
"10160",140537,2.61,3,2,1
"10161",140538,1.64,2,2,1
"10162",140539,2.34,3,1,NA
"10163",140540,3.52,3,2,4
"10164",140541,5,3,1,NA
"10165",140542,0.64,1,9,NA
"10166",140543,4.87,3,1,NA
"10167",140544,NA,NA,NA,NA
"10168",140545,NA,3,1,NA
"10169",140546,NA,NA,NA,NA
"10170",140547,1.2,1,2,1
"10171",140548,5,3,1,NA
"10172",140549,5,3,1,NA
"10173",140550,4.94,3,1,NA
"10174",140551,1.51,2,2,1
"10175",140552,NA,1,2,1
"10176",140553,2.65,3,2,3
"10177",140554,2.65,3,1,NA
"10178",140555,2.95,3,1,NA
"10179",140556,NA,3,1,NA
