"","SEQN","INDFMMPI","INDFMMPC","INQ300","IND310"
"4189",134566,4.07,3,1,NA
"4190",134567,NA,3,2,1
"4191",134568,1.6,2,2,1
"4192",134569,5,3,1,NA
"4193",134570,5,3,1,NA
"4194",134571,1.49,2,2,2
"4195",134572,NA,1,2,1
"4196",134573,NA,NA,NA,NA
"4197",134574,NA,2,1,NA
"4198",134575,NA,NA,NA,NA
"4199",134576,4.42,3,1,NA
"4200",134577,2.9,3,2,1
"4201",134578,1.29,1,2,1
"4202",134579,1.97,3,2,2
"4203",134580,0,1,1,NA
"4204",134581,1.66,2,2,2
"4205",134582,NA,1,2,99
"4206",134583,3.65,3,1,NA
"4207",134584,3.46,3,2,3
"4208",134585,5,3,1,NA
"4209",134586,NA,3,7,NA
"4210",134587,4.44,3,2,1
"4211",134588,0.91,1,2,1
"4212",134589,1.61,2,2,1
"4213",134590,5,3,1,NA
"4214",134591,NA,3,1,NA
"4215",134592,0.65,1,2,1
"4216",134593,5,3,1,NA
"4217",134594,3.71,3,1,NA
"4218",134595,0.66,1,2,2
"4219",134596,5,3,1,NA
"4220",134597,NA,1,2,99
"4221",134598,0.72,1,2,1
"4222",134599,1.31,2,1,NA
"4223",134600,NA,3,1,NA
"4224",134601,NA,NA,NA,NA
"4225",134602,0.79,1,2,1
"4226",134603,2.75,3,1,NA
"4227",134604,3.53,3,2,1
"4228",134605,2.4,3,1,NA
"4229",134606,3.28,3,1,NA
"4230",134607,NA,2,2,4
"4231",134608,0.63,1,2,1
"4232",134609,NA,3,1,NA
"4233",134610,1.22,1,2,3
"4234",134611,0.72,1,2,1
"4235",134612,0.98,1,2,1
"4236",134613,NA,3,1,NA
"4237",134614,2.72,3,2,1
"4238",134615,NA,NA,NA,NA
"4239",134616,1.37,2,1,NA
"4240",134617,4.26,3,1,NA
"4241",134618,NA,NA,NA,NA
"4242",134619,NA,NA,NA,NA
"4243",134620,3.2,3,2,1
"4244",134621,NA,NA,NA,NA
"4245",134622,NA,1,2,1
"4246",134623,1.34,2,1,NA
"4247",134624,1.08,1,2,1
"4248",134625,NA,NA,NA,NA
"4249",134626,0.71,1,2,1
"4250",134627,4.87,3,2,2
"4251",134628,NA,3,1,NA
"4252",134629,1.85,2,2,77
"4253",134630,0.66,1,2,1
"4254",134631,4.08,3,2,3
"4255",134632,NA,1,2,1
"4256",134633,0.78,1,1,NA
"4257",134634,NA,3,1,NA
"4258",134635,5,3,1,NA
"4259",134636,NA,1,2,1
"4260",134637,1.08,1,2,1
"4261",134638,2.58,3,2,1
"4262",134639,NA,NA,NA,NA
"4263",134640,2.62,3,1,NA
"4264",134641,0.98,1,2,1
"4265",134642,5,3,1,NA
"4266",134643,5,3,1,NA
"4267",134644,5,3,1,NA
"4268",134645,NA,NA,NA,NA
"4269",134646,NA,1,2,1
"4270",134647,1.56,2,2,1
"4271",134648,5,3,1,NA
"4272",134649,NA,9,9,NA
"4273",134650,2.34,3,2,2
"4274",134651,5,3,1,NA
"4275",134652,3.53,3,2,2
"4276",134653,1.11,1,2,1
"4277",134654,2.47,3,7,NA
"4278",134655,NA,3,1,NA
"4279",134656,1.32,2,2,1
"4280",134657,0.89,1,2,4
"4281",134658,5,3,1,NA
"4282",134659,1.48,2,2,1
"4283",134660,5,3,1,NA
"4284",134661,0.52,1,2,1
"4285",134662,0.31,1,2,1
"4286",134663,NA,NA,NA,NA
"4287",134664,NA,1,2,1
"4288",134665,1.84,2,1,NA
"4289",134666,0.97,1,2,1
"4290",134667,0,1,2,1
"4291",134668,0.85,1,2,1
"4292",134669,0.74,1,2,1
"4293",134670,1.13,1,2,1
"4294",134671,2.19,3,1,NA
"4295",134672,NA,3,1,NA
"4296",134673,3.28,3,1,NA
"4297",134674,2.22,3,2,1
"4298",134675,0.88,1,2,1
"4299",134676,NA,1,2,1
"4300",134677,3.93,3,1,NA
"4301",134678,4,3,1,NA
"4302",134679,5,3,1,NA
"4303",134680,1.54,2,2,1
"4304",134681,3.46,3,2,1
"4305",134682,0.92,1,2,1
"4306",134683,4,3,1,NA
"4307",134684,2.51,3,1,NA
"4308",134685,NA,9,2,1
"4309",134686,NA,NA,NA,NA
"4310",134687,0.37,1,2,1
"4311",134688,0.8,1,2,1
"4312",134689,1.42,2,2,1
"4313",134690,0.56,1,2,1
"4314",134691,5,3,1,NA
"4315",134692,1.77,2,2,1
"4316",134693,3.2,3,2,2
"4317",134694,1.37,2,2,1
"4318",134695,1.19,1,2,1
"4319",134696,NA,NA,NA,NA
"4320",134697,0.88,1,2,1
"4321",134698,4.19,3,1,NA
"4322",134699,0.36,1,2,1
"4323",134700,NA,1,2,1
"4324",134701,NA,1,2,1
"4325",134702,NA,NA,NA,NA
"4326",134703,NA,NA,NA,NA
"4327",134704,1.85,2,1,NA
"4328",134705,0.85,1,1,NA
"4329",134706,NA,NA,NA,NA
"4330",134707,1.37,2,7,NA
"4331",134708,5,3,1,NA
"4332",134709,NA,3,1,NA
"4333",134710,0.91,1,2,1
"4334",134711,0,1,2,1
"4335",134712,2.74,3,1,NA
"4336",134713,3.01,3,2,4
"4337",134714,0,1,2,2
"4338",134715,NA,2,2,1
"4339",134716,1.29,1,2,1
"4340",134717,2.21,3,1,NA
"4341",134718,1.61,2,2,1
"4342",134719,0.49,1,2,1
"4343",134720,3.93,3,2,2
"4344",134721,NA,1,1,NA
"4345",134722,0.48,1,2,2
"4346",134723,0.24,1,2,1
"4347",134724,5,3,1,NA
"4348",134725,2.8,3,1,NA
"4349",134726,2.08,3,1,NA
"4350",134727,0.55,1,2,1
"4351",134728,4.66,3,2,1
"4352",134729,NA,NA,NA,NA
"4353",134730,4.59,3,2,3
"4354",134731,2.95,3,2,3
"4355",134732,3.17,3,2,1
"4356",134733,4.13,3,2,1
"4357",134734,NA,9,2,1
"4358",134735,NA,NA,NA,NA
"4359",134736,NA,NA,NA,NA
"4360",134737,1.31,2,2,1
"4361",134738,4.83,3,1,NA
"4362",134739,0.2,1,2,1
"4363",134740,2.47,3,1,NA
"4364",134741,NA,1,2,1
"4365",134742,NA,1,2,1
"4366",134743,5,3,1,NA
"4367",134744,NA,2,2,1
"4368",134745,1.23,1,2,1
"4369",134746,NA,NA,NA,NA
"4370",134747,NA,9,1,NA
"4371",134748,NA,NA,NA,NA
"4372",134749,2.47,3,2,3
"4373",134750,NA,9,2,5
"4374",134751,5,3,1,NA
"4375",134752,5,3,1,NA
"4376",134753,1.24,1,2,5
"4377",134754,0.77,1,2,1
"4378",134755,1.19,1,2,1
"4379",134756,NA,2,7,NA
"4380",134757,NA,NA,NA,NA
"4381",134758,1.8,2,2,1
"4382",134759,1.3,1,2,1
"4383",134760,5,3,1,NA
"4384",134761,0.74,1,2,1
"4385",134762,1.6,2,1,NA
"4386",134763,NA,1,2,1
"4387",134764,NA,NA,NA,NA
"4388",134765,NA,NA,NA,NA
"4389",134766,1.81,2,2,3
"4390",134767,0.77,1,2,1
"4391",134768,NA,NA,NA,NA
"4392",134769,NA,3,2,1
"4393",134770,3.65,3,2,3
"4394",134771,NA,2,2,1
"4395",134772,1.61,2,2,1
"4396",134773,NA,NA,NA,NA
"4397",134774,1.61,2,2,1
"4398",134775,4.17,3,1,NA
"4399",134776,4.26,3,1,NA
"4400",134777,NA,NA,NA,NA
"4401",134778,1.15,1,2,2
"4402",134779,0.74,1,2,1
"4403",134780,0.81,1,2,1
"4404",134781,NA,2,2,2
"4405",134782,5,3,1,NA
"4406",134783,1.02,1,2,1
"4407",134784,5,3,1,NA
"4408",134785,1.95,3,1,NA
"4409",134786,5,3,1,NA
"4410",134787,0.82,1,2,1
"4411",134788,4.8,3,1,NA
"4412",134789,0.85,1,2,77
"4413",134790,NA,NA,NA,NA
"4414",134791,3.65,3,1,NA
"4415",134792,0.93,1,2,5
"4416",134793,5,3,1,NA
"4417",134794,0.9,1,2,1
"4418",134795,3.65,3,1,NA
"4419",134796,0.59,1,2,1
"4420",134797,3.03,3,2,1
"4421",134798,0.77,1,2,1
"4422",134799,5,3,1,NA
"4423",134800,1.02,1,2,1
"4424",134801,0.3,1,2,1
"4425",134802,0.22,1,2,1
"4426",134803,1.77,2,1,NA
"4427",134804,0.62,1,2,1
"4428",134805,5,3,1,NA
"4429",134806,2.19,3,2,1
"4430",134807,NA,NA,NA,NA
"4431",134808,2.6,3,1,NA
"4432",134809,NA,1,2,1
"4433",134810,NA,NA,NA,NA
"4434",134811,1.22,1,2,3
"4435",134812,2.49,3,2,1
"4436",134813,4,3,1,NA
"4437",134814,1.45,2,2,1
"4438",134815,2.96,3,1,NA
"4439",134816,2.49,3,2,1
"4440",134817,2.21,3,1,NA
"4441",134818,5,3,1,NA
"4442",134819,0.92,1,2,1
"4443",134820,NA,NA,NA,NA
"4444",134821,0.68,1,2,1
"4445",134822,5,3,1,NA
"4446",134823,0.74,1,2,1
"4447",134824,NA,3,1,NA
"4448",134825,2.61,3,2,1
"4449",134826,2.16,3,1,NA
"4450",134827,1.85,2,1,NA
"4451",134828,0.92,1,2,1
"4452",134829,2.16,3,1,NA
"4453",134830,3.2,3,1,NA
"4454",134831,1.86,3,2,1
"4455",134832,1.48,2,2,1
"4456",134833,NA,3,1,NA
"4457",134834,1.1,1,2,1
"4458",134835,NA,3,1,NA
"4459",134836,2.4,3,2,2
"4460",134837,NA,1,7,NA
"4461",134838,3.44,3,2,77
"4462",134839,2.47,3,2,2
"4463",134840,NA,NA,NA,NA
"4464",134841,NA,NA,NA,NA
"4465",134842,1.34,2,2,1
"4466",134843,NA,NA,NA,NA
"4467",134844,NA,NA,NA,NA
"4468",134845,NA,NA,NA,NA
"4469",134846,2.19,3,2,3
"4470",134847,NA,NA,NA,NA
"4471",134848,5,3,1,NA
"4472",134849,1.77,2,2,1
"4473",134850,2.34,3,1,NA
"4474",134851,2.72,3,1,NA
"4475",134852,4,3,1,NA
"4476",134853,2.4,3,2,2
"4477",134854,2.65,3,2,1
"4478",134855,0.85,1,2,1
"4479",134856,2.38,3,2,1
"4480",134857,2.9,3,2,4
"4481",134858,0.26,1,2,1
"4482",134859,1.39,2,1,NA
"4483",134860,1.77,2,2,2
"4484",134861,1.31,2,1,NA
"4485",134862,NA,1,2,1
"4486",134863,2.7,3,2,3
"4487",134864,5,3,1,NA
"4488",134865,0.71,1,2,1
"4489",134866,2.29,3,7,NA
"4490",134867,NA,NA,NA,NA
"4491",134868,5,3,1,NA
"4492",134869,2.51,3,2,2
"4493",134870,0.91,1,2,1
"4494",134871,1.6,2,2,1
"4495",134872,NA,NA,NA,NA
"4496",134873,0.95,1,2,1
"4497",134874,2.12,3,2,1
"4498",134875,0.92,1,2,1
"4499",134876,1.77,2,2,99
"4500",134877,1.22,1,2,1
"4501",134878,5,3,1,NA
"4502",134879,3.28,3,1,NA
"4503",134880,1.21,1,2,1
"4504",134881,1.08,1,2,1
"4505",134882,3.41,3,1,NA
"4506",134883,1.37,2,2,1
"4507",134884,1.88,3,2,1
"4508",134885,NA,NA,NA,NA
"4509",134886,3.34,3,1,NA
"4510",134887,0.89,1,2,1
"4511",134888,3.89,3,2,1
"4512",134889,1,1,2,1
"4513",134890,2.62,3,2,1
"4514",134891,1.05,1,2,2
"4515",134892,NA,1,2,3
"4516",134893,1.71,2,2,1
"4517",134894,3.39,3,1,NA
"4518",134895,0.48,1,2,1
"4519",134896,2.05,3,1,NA
"4520",134897,3.89,3,1,NA
"4521",134898,NA,1,7,NA
"4522",134899,NA,1,2,1
"4523",134900,2.19,3,1,NA
"4524",134901,4.32,3,1,NA
"4525",134902,5,3,1,NA
"4526",134903,1.32,2,2,1
"4527",134904,5,3,1,NA
"4528",134905,3.28,3,1,NA
"4529",134906,5,3,2,1
"4530",134907,NA,NA,NA,NA
"4531",134908,1.94,3,1,NA
"4532",134909,NA,3,1,NA
"4533",134910,2.33,3,1,NA
"4534",134911,5,3,1,NA
"4535",134912,1.29,1,2,3
"4536",134913,0.65,1,1,NA
"4537",134914,NA,NA,NA,NA
"4538",134915,0.25,1,2,1
"4539",134916,5,3,2,3
"4540",134917,1.35,2,2,1
"4541",134918,NA,NA,NA,NA
"4542",134919,3.13,3,1,NA
"4543",134920,NA,3,2,1
"4544",134921,2.5,3,1,NA
"4545",134922,NA,NA,NA,NA
"4546",134923,1.77,2,2,2
"4547",134924,NA,9,1,NA
"4548",134925,NA,NA,NA,NA
"4549",134926,3.73,3,9,NA
"4550",134927,2.91,3,1,NA
"4551",134928,4.12,3,1,NA
"4552",134929,2.12,3,2,2
"4553",134930,4.1,3,1,NA
"4554",134931,NA,NA,NA,NA
"4555",134932,1,1,2,1
"4556",134933,5,3,1,NA
"4557",134934,NA,NA,NA,NA
"4558",134935,0,1,2,3
"4559",134936,1.48,2,2,1
"4560",134937,1.16,1,2,5
"4561",134938,0.79,1,2,1
"4562",134939,1.23,1,2,1
"4563",134940,2.43,3,1,NA
"4564",134941,2.9,3,2,1
"4565",134942,NA,NA,NA,NA
"4566",134943,NA,9,9,NA
"4567",134944,1.51,2,2,1
"4568",134945,5,3,1,NA
"4569",134946,3.65,3,1,NA
"4570",134947,0.9,1,2,1
"4571",134948,3.6,3,2,4
"4572",134949,NA,2,2,1
"4573",134950,1.6,2,2,1
"4574",134951,2.3,3,2,1
"4575",134952,5,3,1,NA
"4576",134953,NA,7,7,NA
"4577",134954,NA,9,9,NA
"4578",134955,NA,3,1,NA
"4579",134956,2.08,3,2,2
"4580",134957,1.46,2,2,1
"4581",134958,1.43,2,2,1
"4582",134959,NA,NA,NA,NA
"4583",134960,4.08,3,2,3
"4584",134961,NA,3,7,NA
"4585",134962,NA,1,2,1
"4586",134963,0.81,1,2,1
"4587",134964,4.26,3,1,NA
"4588",134965,0.47,1,2,1
"4589",134966,4.44,3,1,NA
"4590",134967,1.54,2,2,1
"4591",134968,4.19,3,1,NA
"4592",134969,1.07,1,2,1
"4593",134970,4.83,3,1,NA
"4594",134971,4.15,3,2,2
"4595",134972,NA,NA,NA,NA
"4596",134973,0.72,1,2,1
"4597",134974,2.55,3,1,NA
"4598",134975,2.27,3,1,NA
"4599",134976,2.31,3,1,NA
"4600",134977,NA,3,1,NA
"4601",134978,1.73,2,2,1
"4602",134979,NA,NA,NA,NA
"4603",134980,NA,7,7,NA
"4604",134981,5,3,1,NA
"4605",134982,NA,NA,NA,NA
"4606",134983,1.01,1,2,1
"4607",134984,NA,NA,NA,NA
"4608",134985,5,3,1,NA
"4609",134986,NA,3,2,1
"4610",134987,4,3,1,NA
"4611",134988,4.47,3,2,1
"4612",134989,0.18,1,2,1
"4613",134990,0.48,1,1,NA
"4614",134991,1.35,2,2,1
"4615",134992,3.53,3,2,4
"4616",134993,2.83,3,2,4
"4617",134994,NA,NA,NA,NA
"4618",134995,NA,9,1,NA
"4619",134996,2.47,3,2,1
"4620",134997,5,3,1,NA
"4621",134998,5,3,1,NA
"4622",134999,2.75,3,2,1
"4623",135000,5,3,1,NA
"4624",135001,0.97,1,2,1
"4625",135002,1.59,2,2,1
"4626",135003,0.96,1,1,NA
"4627",135004,NA,1,2,1
"4628",135005,2.56,3,1,NA
"4629",135006,NA,NA,NA,NA
"4630",135007,1.79,2,2,5
"4631",135008,5,3,1,NA
"4632",135009,0.52,1,2,2
"4633",135010,1.21,1,2,1
"4634",135011,1.82,2,1,NA
"4635",135012,5,3,1,NA
"4636",135013,5,3,1,NA
"4637",135014,3.53,3,1,NA
"4638",135015,3.46,3,1,NA
"4639",135016,1.56,2,2,3
"4640",135017,0.81,1,2,1
"4641",135018,3.46,3,2,3
"4642",135019,1.08,1,2,1
"4643",135020,NA,1,2,1
"4644",135021,NA,9,2,1
"4645",135022,2.65,3,2,1
"4646",135023,0,1,2,1
"4647",135024,NA,NA,NA,NA
"4648",135025,3.04,3,1,NA
"4649",135026,3.04,3,1,NA
"4650",135027,NA,3,1,NA
"4651",135028,1.81,2,1,NA
"4652",135029,NA,3,2,1
"4653",135030,0.77,1,2,1
"4654",135031,0.61,1,2,1
"4655",135032,3.46,3,1,NA
"4656",135033,NA,3,1,NA
"4657",135034,NA,NA,NA,NA
"4658",135035,NA,3,2,1
"4659",135036,NA,NA,NA,NA
"4660",135037,NA,NA,NA,NA
"4661",135038,0.76,1,2,1
"4662",135039,1.6,2,2,1
"4663",135040,NA,NA,NA,NA
"4664",135041,0,1,2,77
"4665",135042,0.89,1,2,1
"4666",135043,5,3,1,NA
"4667",135044,1.34,2,1,NA
"4668",135045,NA,NA,NA,NA
"4669",135046,NA,NA,NA,NA
"4670",135047,2.22,3,1,NA
"4671",135048,1.97,3,1,NA
"4672",135049,NA,3,1,NA
"4673",135050,0.59,1,2,1
"4674",135051,2.56,3,1,NA
"4675",135052,3.65,3,1,NA
"4676",135053,0.07,1,2,2
"4677",135054,0.19,1,2,1
"4678",135055,2.41,3,2,2
"4679",135056,0.74,1,2,1
"4680",135057,5,3,1,NA
"4681",135058,2.22,3,1,NA
"4682",135059,1.99,3,2,1
"4683",135060,1.58,2,1,NA
"4684",135061,NA,3,2,1
"4685",135062,NA,1,2,1
"4686",135063,0.52,1,2,1
"4687",135064,5,3,1,NA
"4688",135065,0.86,1,2,1
"4689",135066,NA,NA,NA,NA
"4690",135067,NA,2,2,1
"4691",135068,3.44,3,1,NA
"4692",135069,NA,3,1,NA
"4693",135070,NA,9,9,NA
"4694",135071,NA,NA,NA,NA
"4695",135072,0.6,1,2,1
"4696",135073,0.2,1,2,1
"4697",135074,2.16,3,2,3
"4698",135075,NA,3,1,NA
"4699",135076,1.56,2,2,3
"4700",135077,3.05,3,1,NA
"4701",135078,NA,NA,NA,NA
"4702",135079,3.53,3,1,NA
"4703",135080,0.81,1,2,1
"4704",135081,NA,NA,NA,NA
"4705",135082,5,3,1,NA
"4706",135083,1.57,2,1,NA
"4707",135084,NA,NA,NA,NA
"4708",135085,5,3,1,NA
"4709",135086,1.44,2,2,1
"4710",135087,3.65,3,1,NA
"4711",135088,NA,3,1,NA
"4712",135089,1.05,1,2,1
"4713",135090,2.25,3,1,NA
"4714",135091,2.08,3,2,2
"4715",135092,0.09,1,1,NA
"4716",135093,5,3,1,NA
"4717",135094,5,3,1,NA
"4718",135095,0.52,1,2,1
"4719",135096,2.64,3,1,NA
"4720",135097,1.81,2,2,3
"4721",135098,5,3,1,NA
"4722",135099,NA,NA,NA,NA
"4723",135100,0.79,1,2,1
"4724",135101,3.93,3,2,3
"4725",135102,NA,NA,NA,NA
"4726",135103,5,3,1,NA
"4727",135104,0.63,1,2,1
"4728",135105,NA,NA,NA,NA
"4729",135106,5,3,1,NA
"4730",135107,0.63,1,2,1
"4731",135108,0.79,1,1,NA
"4732",135109,3.27,3,1,NA
"4733",135110,0.99,1,1,NA
"4734",135111,NA,NA,NA,NA
"4735",135112,1.9,3,1,NA
"4736",135113,2.81,3,2,3
"4737",135114,0.31,1,2,1
"4738",135115,NA,1,2,1
"4739",135116,1.38,2,1,NA
"4740",135117,3.2,3,1,NA
"4741",135118,1.17,1,2,1
"4742",135119,NA,2,1,NA
"4743",135120,1.48,2,2,4
"4744",135121,0.98,1,2,5
"4745",135122,5,3,1,NA
"4746",135123,NA,NA,NA,NA
"4747",135124,3.17,3,1,NA
"4748",135125,1.81,2,2,3
"4749",135126,0.58,1,2,1
"4750",135127,2.16,3,2,1
"4751",135128,0.76,1,2,1
"4752",135129,2.25,3,1,NA
"4753",135130,3.97,3,7,NA
"4754",135131,1.97,3,1,NA
"4755",135132,1.31,2,2,1
"4756",135133,1.49,2,2,1
"4757",135134,NA,9,2,1
"4758",135135,0.92,1,2,1
"4759",135136,1.8,2,2,1
"4760",135137,5,3,1,NA
"4761",135138,3.67,3,1,NA
"4762",135139,5,3,1,NA
"4763",135140,NA,1,2,1
"4764",135141,5,3,1,NA
"4765",135142,2.43,3,1,NA
"4766",135143,0.91,1,2,1
"4767",135144,2.43,3,1,NA
"4768",135145,0.49,1,2,1
"4769",135146,0.57,1,1,NA
"4770",135147,1.35,2,1,NA
"4771",135148,3.51,3,1,NA
"4772",135149,NA,7,7,NA
"4773",135150,1.64,2,2,1
"4774",135151,NA,NA,NA,NA
"4775",135152,0.24,1,2,1
"4776",135153,5,3,1,NA
"4777",135154,0,1,2,1
"4778",135155,NA,NA,NA,NA
"4779",135156,1.95,3,1,NA
"4780",135157,2.91,3,1,NA
"4781",135158,3.77,3,1,NA
"4782",135159,NA,3,7,NA
"4783",135160,NA,NA,NA,NA
"4784",135161,1.86,3,2,1
"4785",135162,1.93,3,2,1
"4786",135163,0.77,1,2,1
"4787",135164,1.11,1,2,1
"4788",135165,1.36,2,2,5
"4789",135166,NA,1,2,1
"4790",135167,3.13,3,1,NA
"4791",135168,NA,NA,NA,NA
"4792",135169,0.35,1,2,1
"4793",135170,5,3,1,NA
"4794",135171,NA,3,2,1
"4795",135172,5,3,1,NA
"4796",135173,0.74,1,2,1
"4797",135174,2.34,3,1,NA
"4798",135175,4.88,3,1,NA
"4799",135176,2.25,3,1,NA
"4800",135177,NA,3,1,NA
"4801",135178,5,3,2,1
"4802",135179,NA,NA,NA,NA
"4803",135180,NA,NA,NA,NA
"4804",135181,2.3,3,2,3
"4805",135182,0.23,1,2,1
"4806",135183,NA,3,1,NA
"4807",135184,0.7,1,2,1
"4808",135185,1.32,2,2,1
"4809",135186,NA,NA,NA,NA
"4810",135187,NA,1,2,1
"4811",135188,1.15,1,2,1
"4812",135189,3.28,3,1,NA
"4813",135190,3.71,3,2,1
"4814",135191,0.52,1,2,2
"4815",135192,1.95,3,1,NA
"4816",135193,1.08,1,9,NA
"4817",135194,4.94,3,1,NA
"4818",135195,NA,9,2,99
"4819",135196,2.81,3,1,NA
"4820",135197,3.47,3,2,1
"4821",135198,3.09,3,7,NA
"4822",135199,5,3,1,NA
"4823",135200,NA,3,2,2
"4824",135201,4.12,3,2,3
"4825",135202,0.74,1,2,4
"4826",135203,0,1,2,1
"4827",135204,5,3,1,NA
"4828",135205,1.51,2,9,NA
"4829",135206,2.43,3,2,2
"4830",135207,3.65,3,1,NA
"4831",135208,NA,NA,NA,NA
"4832",135209,NA,NA,NA,NA
"4833",135210,2.8,3,1,NA
"4834",135211,2.01,3,9,NA
"4835",135212,0,1,2,1
"4836",135213,4.12,3,1,NA
"4837",135214,5,3,1,NA
"4838",135215,5,3,1,NA
"4839",135216,NA,1,2,99
"4840",135217,5,3,1,NA
"4841",135218,1.65,2,2,1
"4842",135219,2.83,3,2,5
"4843",135220,NA,NA,NA,NA
"4844",135221,NA,NA,NA,NA
"4845",135222,NA,3,7,NA
"4846",135223,NA,1,2,1
"4847",135224,NA,3,1,NA
"4848",135225,2.24,3,2,1
"4849",135226,NA,1,1,NA
"4850",135227,3.96,3,1,NA
"4851",135228,1.33,2,2,1
"4852",135229,1.29,1,2,1
"4853",135230,1.44,2,2,1
"4854",135231,5,3,1,NA
"4855",135232,2.2,3,2,2
"4856",135233,NA,NA,NA,NA
"4857",135234,5,3,1,NA
"4858",135235,1.71,2,1,NA
"4859",135236,5,3,1,NA
"4860",135237,NA,1,2,1
"4861",135238,2.97,3,1,NA
"4862",135239,NA,NA,NA,NA
"4863",135240,5,3,1,NA
"4864",135241,5,3,1,NA
"4865",135242,NA,3,1,NA
"4866",135243,0,1,2,1
"4867",135244,1.16,1,2,1
"4868",135245,1.3,1,2,1
"4869",135246,0.34,1,2,1
"4870",135247,NA,NA,NA,NA
"4871",135248,2.61,3,2,1
"4872",135249,NA,9,2,1
"4873",135250,NA,9,9,NA
"4874",135251,1.55,2,2,3
"4875",135252,2.12,3,1,NA
"4876",135253,NA,3,1,NA
"4877",135254,NA,1,2,1
"4878",135255,3.28,3,7,NA
"4879",135256,1.51,2,2,1
"4880",135257,5,3,2,1
"4881",135258,NA,NA,NA,NA
"4882",135259,1.21,1,2,1
"4883",135260,3.86,3,1,NA
"4884",135261,4.1,3,2,1
"4885",135262,1.83,2,2,1
"4886",135263,NA,NA,NA,NA
"4887",135264,0.18,1,2,1
"4888",135265,1.26,1,2,1
"4889",135266,NA,NA,NA,NA
"4890",135267,5,3,1,NA
"4891",135268,5,3,1,NA
"4892",135269,5,3,1,NA
"4893",135270,0,1,2,1
"4894",135271,NA,NA,NA,NA
"4895",135272,4.04,3,1,NA
"4896",135273,5,3,1,NA
"4897",135274,0.74,1,2,1
"4898",135275,NA,1,2,1
"4899",135276,0.15,1,2,1
"4900",135277,1.2,1,1,NA
"4901",135278,0.85,1,2,1
"4902",135279,NA,3,1,NA
"4903",135280,0.36,1,2,1
"4904",135281,3.97,3,1,NA
"4905",135282,NA,3,7,NA
"4906",135283,1.11,1,2,1
"4907",135284,2.43,3,2,1
"4908",135285,0.77,1,2,1
"4909",135286,1.61,2,1,NA
"4910",135287,2.8,3,2,2
"4911",135288,1.51,2,2,1
"4912",135289,NA,NA,NA,NA
"4913",135290,1.04,1,1,NA
"4914",135291,2.62,3,1,NA
"4915",135292,3.6,3,1,NA
"4916",135293,1.11,1,2,1
"4917",135294,NA,NA,NA,NA
"4918",135295,5,3,1,NA
"4919",135296,2.73,3,1,NA
"4920",135297,1.64,2,2,1
"4921",135298,2.95,3,2,1
"4922",135299,NA,7,7,NA
"4923",135300,3.41,3,1,NA
"4924",135301,NA,NA,NA,NA
"4925",135302,0.79,1,2,1
"4926",135303,1.85,2,1,NA
"4927",135304,0.91,1,2,1
"4928",135305,NA,NA,NA,NA
"4929",135306,NA,3,1,NA
"4930",135307,5,3,1,NA
"4931",135308,5,3,1,NA
"4932",135309,NA,NA,NA,NA
"4933",135310,NA,1,2,1
"4934",135311,0.86,1,2,1
"4935",135312,5,3,1,NA
"4936",135313,0.27,1,2,1
"4937",135314,3.04,3,1,NA
"4938",135315,NA,NA,NA,NA
"4939",135316,NA,3,1,NA
"4940",135317,NA,3,2,99
"4941",135318,0.48,1,2,1
"4942",135319,0,1,2,1
"4943",135320,4.65,3,2,4
"4944",135321,5,3,1,NA
"4945",135322,0.66,1,2,1
"4946",135323,3.6,3,1,NA
"4947",135324,3.57,3,2,1
"4948",135325,1.3,1,2,1
"4949",135326,2.16,3,1,NA
"4950",135327,NA,NA,NA,NA
"4951",135328,1.62,2,2,1
"4952",135329,1.06,1,2,1
"4953",135330,5,3,1,NA
"4954",135331,NA,9,2,2
"4955",135332,0,1,2,1
"4956",135333,2.73,3,1,NA
"4957",135334,NA,1,1,NA
"4958",135335,1.3,1,2,1
"4959",135336,5,3,1,NA
"4960",135337,NA,NA,NA,NA
"4961",135338,0.27,1,2,1
"4962",135339,NA,3,1,NA
"4963",135340,1.05,1,2,99
"4964",135341,NA,NA,NA,NA
"4965",135342,1.54,2,2,1
"4966",135343,1.48,2,1,NA
"4967",135344,0.68,1,2,1
"4968",135345,2.41,3,1,NA
"4969",135346,5,3,1,NA
"4970",135347,5,3,1,NA
"4971",135348,3.93,3,1,NA
"4972",135349,NA,2,2,1
"4973",135350,2.32,3,2,4
"4974",135351,1.83,2,1,NA
"4975",135352,4.08,3,2,3
"4976",135353,4.66,3,2,1
"4977",135354,2.61,3,2,2
"4978",135355,1.01,1,2,1
"4979",135356,0.97,1,2,99
"4980",135357,2.95,3,2,1
"4981",135358,1.52,2,2,1
"4982",135359,1.08,1,2,1
"4983",135360,0.2,1,2,1
"4984",135361,1.83,2,2,1
"4985",135362,3.91,3,2,3
"4986",135363,2.39,3,2,1
"4987",135364,1.49,2,1,NA
"4988",135365,NA,NA,NA,NA
"4989",135366,1.95,3,1,NA
"4990",135367,5,3,1,NA
"4991",135368,4.32,3,1,NA
"4992",135369,5,3,1,NA
"4993",135370,1.28,1,2,4
"4994",135371,NA,NA,NA,NA
"4995",135372,5,3,2,3
"4996",135373,5,3,1,NA
"4997",135374,3.2,3,1,NA
"4998",135375,3.35,3,1,NA
"4999",135376,NA,3,1,NA
